8.315149139640071185e-02 8.315149139640071185e-02 8.315149139640071185e-02
3.258736255529633752e+00 3.258736255529633752e+00 3.258736255529633752e+00
8.665089022433963492e-03 8.665089022433963492e-03 8.665089022433963492e-03
6.472668139497411710e-02 6.472668139497411710e-02 6.472668139497411710e-02
1.317193667904481699e-04 1.317193667904481699e-04 1.317193667904481699e-04
6.308388765601172904e-05 6.308388765601172904e-05 6.308388765601172904e-05
3.378233980636802941e-02 3.378233980636802941e-02 3.378233980636802941e-02
2.581311208611204375e-02 2.581311208611204375e-02 2.581311208611204375e-02
2.331867073762807288e-02 2.331867073762807288e-02 2.331867073762807288e-02
1.883438869130609206e-01 1.883438869130609206e-01 1.883438869130609206e-01
8.638246792105763391e-03 8.638246792105763391e-03 8.638246792105763391e-03
7.170681548001320293e-02 7.170681548001320293e-02 7.170681548001320293e-02
9.272535158951454581e-03 9.272535158951454581e-03 9.272535158951454581e-03
4.835649165480689071e-04 4.835649165480689071e-04 4.835649165480689071e-04
8.136987964273363350e-01 8.136987964273363350e-01 8.136987964273363350e-01
4.210337650882112204e-01 4.210337650882112204e-01 4.210337650882112204e-01
6.359320964861773335e-05 6.359320964861773335e-05 6.359320964861773335e-05
2.393933289280278712e-04 2.393933289280278712e-04 2.393933289280278712e-04
3.717465475908648505e-08 3.717465475908648505e-08 3.717465475908648505e-08
2.890228970557070509e-01 2.890228970557070509e-01 2.890228970557070509e-01
4.040733070213903578e-07 4.040733070213903578e-07 4.040733070213903578e-07
8.297999232448687035e-02 8.297999232448687035e-02 8.297999232448687035e-02
2.097074986376261663e-01 2.097074986376261663e-01 2.097074986376261663e-01
3.158468193446092864e-02 3.158468193446092864e-02 3.158468193446092864e-02
3.824556464254986023e-04 3.824556464254986023e-04 3.824556464254986023e-04
1.754449387032273851e-06 1.754449387032273851e-06 1.754449387032273851e-06
7.211091393404340380e-06 7.211091393404340380e-06 7.211091393404340380e-06
1.096113281927094986e-02 1.096113281927094986e-02 1.096113281927094986e-02
2.674955749909525030e-06 2.674955749909525030e-06 2.674955749909525030e-06
6.790212081288992362e-04 6.790212081288992362e-04 6.790212081288992362e-04
5.585462028412480767e-02 5.585462028412480767e-02 5.585462028412480767e-02
8.381991566682356911e-09 8.381991566682356911e-09 8.381991566682356911e-09
2.068301509953358874e-01 2.068301509953358874e-01 2.068301509953358874e-01
1.777881756115874321e-04 1.777881756115874321e-04 1.777881756115874321e-04
1.944371037505747716e-03 1.944371037505747716e-03 1.944371037505747716e-03
2.867517277820263652e-02 2.867517277820263652e-02 2.867517277820263652e-02
3.219351732904254249e-01 3.219351732904254249e-01 3.219351732904254249e-01
8.346963714404076473e-02 8.346963714404076473e-02 8.346963714404076473e-02
2.807325806056223949e-02 2.807325806056223949e-02 2.807325806056223949e-02
4.138516520341002343e-04 4.138516520341002343e-04 4.138516520341002343e-04
5.490458692860003456e-04 5.490458692860003456e-04 5.490458692860003456e-04
7.036738938316308180e-04 7.036738938316308180e-04 7.036738938316308180e-04
7.390310300424142732e-07 7.390310300424142732e-07 7.390310300424142732e-07
5.463148226939493700e-05 5.463148226939493700e-05 5.463148226939493700e-05
9.974724863676705244e-02 9.974724863676705244e-02 9.974724863676705244e-02
3.754435224378373237e-02 3.754435224378373237e-02 3.754435224378373237e-02
6.749780632362814060e-05 6.749780632362814060e-05 6.749780632362814060e-05
4.170927902539823817e-01 4.170927902539823817e-01 4.170927902539823817e-01
1.866295936399869340e-03 1.866295936399869340e-03 1.866295936399869340e-03
5.576591687280046949e-02 5.576591687280046949e-02 5.576591687280046949e-02
2.318816951911900626e-02 2.318816951911900626e-02 2.318816951911900626e-02
1.943504862229740919e-06 1.943504862229740919e-06 1.943504862229740919e-06
2.080909424838118804e-01 2.080909424838118804e-01 2.080909424838118804e-01
1.128288562182308032e-02 1.128288562182308032e-02 1.128288562182308032e-02
5.393703096914895245e-02 5.393703096914895245e-02 5.393703096914895245e-02
3.482555435649157399e-03 3.482555435649157399e-03 3.482555435649157399e-03
3.254818073423980385e-02 3.254818073423980385e-02 3.254818073423980385e-02
9.817517339262752871e-03 9.817517339262752871e-03 9.817517339262752871e-03
4.497005250060136759e-03 4.497005250060136759e-03 4.497005250060136759e-03
1.028348007081554827e-01 1.028348007081554827e-01 1.028348007081554827e-01
1.859755183208444500e-04 1.859755183208444500e-04 1.859755183208444500e-04
7.206496944528517634e-03 7.206496944528517634e-03 7.206496944528517634e-03
9.787222585310358935e-01 9.787222585310358935e-01 9.787222585310358935e-01
7.429684603783484609e-02 7.429684603783484609e-02 7.429684603783484609e-02
5.280046829498473426e-03 5.280046829498473426e-03 5.280046829498473426e-03
2.501814815425968189e-02 2.501814815425968189e-02 2.501814815425968189e-02
2.994751094712688744e+00 2.994751094712688744e+00 2.994751094712688744e+00
1.928040506519245365e-06 1.928040506519245365e-06 1.928040506519245365e-06
6.313089152266003652e-03 6.313089152266003652e-03 6.313089152266003652e-03
